partition_row_number,customer_id,customer_status,churn_category,churn_reason
143,6467-CHFZW,Churned,Competitor,"Competitor had better devices"
144,7903-CMPEY,Churned,Competitor,"Competitor had better devices"
145,7908-QCBCA,Churned,Competitor,"Competitor had better devices"
146,8063-GBATB,Churned,Competitor,"Competitor had better devices"
147,8258-GSTJK,Churned,Competitor,"Competitor had better devices"
148,5919-TMRGD,Churned,Competitor,"Competitor had better devices"
149,8225-BTJAU,Churned,Competitor,"Competitor had better devices"
150,8199-ZLLSA,Churned,Competitor,"Competitor had better devices"
151,5883-GTGVD,Churned,Competitor,"Competitor had better devices"
152,8008-HAWED,Churned,Competitor,"Competitor had better devices"
153,5908-QMGOE,Churned,Competitor,"Competitor had better devices"
154,7579-OOPEC,Churned,Competitor,"Competitor had better devices"
155,7576-OYWBN,Churned,Competitor,"Competitor had better devices"
156,7568-PODML,Churned,Competitor,"Competitor had better devices"
157,7379-POKDZ,Churned,Competitor,"Competitor had better devices"
158,6210-KBBPI,Churned,Competitor,"Competitor had better devices"
159,7511-YMXVQ,Churned,Competitor,"Competitor had better devices"
160,7508-MYBOG,Churned,Competitor,"Competitor had better devices"
161,6227-HWPWX,Churned,Competitor,"Competitor had better devices"
162,5077-DXTCG,Churned,Competitor,"Competitor had better devices"
163,4581-SSPWD,Churned,Competitor,"Competitor had better devices"
164,4566-QVRRW,Churned,Competitor,"Competitor had better devices"
165,5027-QPKTE,Churned,Competitor,"Competitor had better devices"
166,3627-FHKBK,Churned,Competitor,"Competitor had better devices"
167,4550-VBOFE,Churned,Competitor,"Competitor had better devices"
168,3164-AALRN,Churned,Competitor,"Competitor had better devices"
169,5013-SBUIH,Churned,Competitor,"Competitor had better devices"
170,2894-QOJRX,Churned,Competitor,"Competitor had better devices"
171,4547-LYTDD,Churned,Competitor,"Competitor had better devices"
172,4192-GORJT,Churned,Competitor,"Competitor had better devices"
173,3538-WZPHD,Churned,Competitor,"Competitor had better devices"
174,3859-CVCET,Churned,Competitor,"Competitor had better devices"
175,3374-LXDEV,Churned,Competitor,"Competitor had better devices"
176,5204-QZXPU,Churned,Competitor,"Competitor had better devices"
177,3886-CERTZ,Churned,Competitor,"Competitor had better devices"
178,4446-BZKHU,Churned,Competitor,"Competitor had better devices"
179,4873-ILOLJ,Churned,Competitor,"Competitor had better devices"
180,3030-YZADT,Churned,Competitor,"Competitor had better devices"
181,3863-IUBJR,Churned,Competitor,"Competitor had better devices"
182,4441-NIHPT,Churned,Competitor,"Competitor had better devices"
183,2929-ERCFZ,Churned,Competitor,"Competitor had better devices"
184,4385-GZQXV,Churned,Competitor,"Competitor had better devices"
185,3334-CTHOL,Churned,Competitor,"Competitor had better devices"
186,5520-FVEWJ,Churned,Competitor,"Competitor had better devices"
187,3536-IQCTX,Churned,Competitor,"Competitor had better devices"
188,5482-PLVPE,Churned,Competitor,"Competitor had better devices"
189,3198-VELRD,Churned,Competitor,"Competitor had better devices"
190,5482-NUPNA,Churned,Competitor,"Competitor had better devices"
191,4193-ORFCL,Churned,Competitor,"Competitor had better devices"
192,5419-CONWX,Churned,Competitor,"Competitor had better devices"
193,4826-XTSOH,Churned,Competitor,"Competitor had better devices"
194,3254-YRILK,Churned,Competitor,"Competitor had better devices"
195,2952-QAYZF,Churned,Competitor,"Competitor had better devices"
196,3058-HJCUY,Churned,Competitor,"Competitor had better devices"
197,2955-BJZHG,Churned,Competitor,"Competitor had better devices"
198,3870-MQAMG,Churned,Competitor,"Competitor had better devices"
199,5539-TMZLF,Churned,Competitor,"Competitor had better devices"
200,5364-XYIRR,Churned,Competitor,"Competitor had better devices"
201,3063-QFSZL,Churned,Competitor,"Competitor had better devices"
202,4342-HENTK,Churned,Competitor,"Competitor had better devices"
203,4088-YLDSU,Churned,Competitor,"Competitor had better devices"
204,4277-PVRAN,Churned,Competitor,"Competitor had better devices"
205,3990-QYKBE,Churned,Competitor,"Competitor had better devices"
206,4816-LXZYW,Churned,Competitor,"Competitor had better devices"
207,5349-IECLD,Churned,Competitor,"Competitor had better devices"
208,4806-KEXQR,Churned,Competitor,"Competitor had better devices"
209,5301-GAUUY,Churned,Competitor,"Competitor had better devices"
210,4145-UQXUQ,Churned,Competitor,"Competitor had better devices"
211,4317-VTEOA,Churned,Competitor,"Competitor had better devices"
212,4763-PGDPO,Churned,Competitor,"Competitor had better devices"
213,5275-SQEIZ,Churned,Competitor,"Competitor had better devices"
214,3473-XIIIT,Churned,Competitor,"Competitor had better devices"
215,3992-YWPKO,Churned,Competitor,"Competitor had better devices"
216,3811-VBYBZ,Churned,Competitor,"Competitor had better devices"
217,4759-TRPLW,Churned,Competitor,"Competitor had better devices"
218,4750-ZRXIU,Churned,Competitor,"Competitor had better devices"
219,3838-OZURD,Churned,Competitor,"Competitor had better devices"
220,3801-HMYNL,Churned,Competitor,"Competitor had better devices"
221,5233-GEEAX,Churned,Competitor,"Competitor had better devices"
222,3908-BLSYF,Churned,Competitor,"Competitor had better devices"
223,4415-IJZTP,Churned,Competitor,"Competitor had better devices"
224,4412-YLTKF,Churned,Competitor,"Competitor had better devices"
225,4735-ASGMA,Churned,Competitor,"Competitor had better devices"
226,4729-XKASR,Churned,Competitor,"Competitor had better devices"
227,2983-ZANRP,Churned,Competitor,"Competitor had better devices"
228,3727-RJMEO,Churned,Competitor,"Competitor had better devices"
229,4391-RESHN,Churned,Competitor,"Competitor had better devices"
230,5208-HFSBT,Churned,Competitor,"Competitor had better devices"
231,4110-PFEUZ,Churned,Competitor,"Competitor had better devices"
232,5192-EBGOV,Churned,Competitor,"Competitor had better devices"
233,3415-TAILE,Churned,Competitor,"Competitor had better devices"
234,5159-YFPKQ,Churned,Competitor,"Competitor had better devices"
235,4013-TLDHQ,Churned,Competitor,"Competitor had better devices"
236,3097-NNSPB,Churned,Competitor,"Competitor had better devices"
237,3097-NQYSN,Churned,Competitor,"Competitor had better devices"
238,3211-ILJTT,Churned,Competitor,"Competitor had better devices"
239,3583-EKAPL,Churned,Competitor,"Competitor had better devices"
240,3874-EQOEP,Churned,Competitor,"Competitor had better devices"
241,3106-ULWFW,Churned,Competitor,"Competitor had better devices"
242,3192-NQECA,Churned,Competitor,"Competitor had better devices"
243,4187-CINZD,Churned,Competitor,"Competitor had better devices"
244,4695-WJZUE,Churned,Competitor,"Competitor had better devices"
245,3737-GCSPV,Churned,Competitor,"Competitor had better devices"
246,2990-HWIML,Churned,Competitor,"Competitor had better devices"
247,5136-KCKGI,Churned,Competitor,"Competitor had better devices"
248,4695-VADHF,Churned,Competitor,"Competitor had better devices"
249,3606-TWKGI,Churned,Competitor,"Competitor had better devices"
250,4671-LXRDQ,Churned,Competitor,"Competitor had better devices"
251,3244-DCJWY,Churned,Competitor,"Competitor had better devices"
252,4289-DTDKW,Churned,Competitor,"Competitor had better devices"
253,4658-HCOHW,Churned,Competitor,"Competitor had better devices"
254,3194-ORPIK,Churned,Competitor,"Competitor had better devices"
255,5240-IJOQT,Churned,Competitor,"Competitor had better devices"
256,4640-UHDOS,Churned,Competitor,"Competitor had better devices"
257,4628-WQCQQ,Churned,Competitor,"Competitor had better devices"
258,4626-GYCZP,Churned,Competitor,"Competitor had better devices"
259,4603-JANFB,Churned,Competitor,"Competitor had better devices"
260,5103-MHMHY,Churned,Competitor,"Competitor had better devices"
261,3217-FZDMN,Churned,Competitor,"Competitor had better devices"
262,3144-AUDBS,Churned,Competitor,"Competitor had better devices"
263,4625-EWPTF,Churned,Competitor,"Competitor had better devices"
264,8372-JUXUI,Churned,Competitor,"Competitor had better devices"
265,8919-FYFQZ,Churned,Competitor,"Competitor had better devices"
266,9578-VRMNM,Churned,Competitor,"Competitor had better devices"
267,8375-DKEBR,Churned,Competitor,"Competitor had better devices"
268,8722-NGNBH,Churned,Competitor,"Competitor had better devices"
269,8949-JTMAY,Churned,Competitor,"Competitor had better devices"
270,8614-VGMMV,Churned,Competitor,"Competitor had better devices"
271,8380-PEFPE,Churned,Competitor,"Competitor had better devices"
272,9889-TMAHG,Churned,Competitor,"Competitor had better devices"
273,8824-RWFXJ,Churned,Competitor,"Competitor had better devices"
274,9894-EZEWG,Churned,Competitor,"Competitor had better devices"
275,9898-KZQDZ,Churned,Competitor,"Competitor had better devices"
276,9907-SWKKF,Churned,Competitor,"Competitor had better devices"
277,9921-ZVRHG,Churned,Competitor,"Competitor had better devices"
278,9190-MFJLN,Churned,Competitor,"Competitor had better devices"
279,9944-HKVVB,Churned,Competitor,"Competitor had better devices"
280,9947-OTFQU,Churned,Competitor,"Competitor had better devices"
281,9565-DJPIB,Churned,Competitor,"Competitor had better devices"
282,8844-TONUD,Churned,Competitor,"Competitor had better devices"
283,8399-YNDCH,Churned,Competitor,"Competitor had better devices"
284,8685-WHQPW,Churned,Competitor,"Competitor had better devices"
285,9985-MWVIX,Churned,Competitor,"Competitor had better devices"
286,8878-HMWBV,Churned,Competitor,"Competitor had better devices"
287,9546-CQJSU,Churned,Competitor,"Competitor had better devices"
288,9399-APLBT,Churned,Competitor,"Competitor had better devices"
289,8621-MNIHH,Churned,Competitor,"Competitor had better devices"
290,8739-WWKDU,Churned,Competitor,"Competitor had better devices"
291,8802-UNOJF,Churned,Competitor,"Competitor had better devices"
292,9412-GHEEC,Churned,Competitor,"Competitor had better devices"
293,8945-GRKHX,Churned,Competitor,"Competitor had better devices"
294,9061-TIHDA,Churned,Competitor,"Competitor had better devices"
295,8993-PHFWD,Churned,Competitor,"Competitor had better devices"
296,9269-CQOOL,Churned,Competitor,"Competitor had better devices"
297,9259-PACGQ,Churned,Competitor,"Competitor had better devices"
298,8708-XPXHZ,Churned,Competitor,"Competitor had better devices"
299,9518-RWHZL,Churned,Competitor,"Competitor had better devices"
300,8519-IMDHU,Churned,Competitor,"Competitor had better devices"
301,8642-GVWRF,Churned,Competitor,"Competitor had better devices"
302,9492-TOKRI,Churned,Competitor,"Competitor had better devices"
303,9254-RBFON,Churned,Competitor,"Competitor had better devices"
304,9253-QXKBE,Churned,Competitor,"Competitor had better devices"
305,8938-UMKPI,Churned,Competitor,"Competitor had better devices"
306,9239-ZBZZV,Churned,Competitor,"Competitor had better devices"
307,8665-UTDHZ,Churned,Competitor,"Competitor had better devices"
308,9625-QSTYE,Churned,Competitor,"Competitor had better devices"
309,9462-MJUAW,Churned,Competitor,"Competitor had better devices"
310,9647-ERGBE,Churned,Competitor,"Competitor had better devices"
311,9763-PDTKK,Churned,Competitor,"Competitor had better devices"
312,9851-QXEEQ,Churned,Competitor,"Competitor had better devices"
313,9866-QEVEE,Churned,Competitor,"Competitor had better devices"
1,8821-XNHVZ,Churned,Competitor,"Competitor made better offer"
2,8601-QACRS,Churned,Competitor,"Competitor made better offer"
3,8835-VSDSE,Churned,Competitor,"Competitor made better offer"
4,8387-MOJJT,Churned,Competitor,"Competitor made better offer"
5,9600-NAXZN,Churned,Competitor,"Competitor made better offer"
6,9601-BRXPO,Churned,Competitor,"Competitor made better offer"
7,9572-MTILT,Churned,Competitor,"Competitor made better offer"
8,9391-EOYLI,Churned,Competitor,"Competitor made better offer"
9,9611-CTWIH,Churned,Competitor,"Competitor made better offer"
10,8785-EPNCG,Churned,Competitor,"Competitor made better offer"
11,9564-KCLHR,Churned,Competitor,"Competitor made better offer"
12,9614-RMGHA,Churned,Competitor,"Competitor made better offer"
13,9095-HFAFX,Churned,Competitor,"Competitor made better offer"
14,9530-EHPOH,Churned,Competitor,"Competitor made better offer"
15,9057-MSWCO,Churned,Competitor,"Competitor made better offer"
16,9661-ACXBS,Churned,Competitor,"Competitor made better offer"
17,9526-JAWYF,Churned,Competitor,"Competitor made better offer"
18,9681-OXGVC,Churned,Competitor,"Competitor made better offer"
19,9689-PTNPG,Churned,Competitor,"Competitor made better offer"
20,9734-UYXQI,Churned,Competitor,"Competitor made better offer"
21,8485-GJCDN,Churned,Competitor,"Competitor made better offer"
22,9497-QCMMS,Churned,Competitor,"Competitor made better offer"
23,9490-DFPMD,Churned,Competitor,"Competitor made better offer"
24,8625-AZYZY,Churned,Competitor,"Competitor made better offer"
25,9801-GDWGV,Churned,Competitor,"Competitor made better offer"
26,9488-HGMJH,Churned,Competitor,"Competitor made better offer"
27,9050-QLROH,Churned,Competitor,"Competitor made better offer"
28,9465-RWMXL,Churned,Competitor,"Competitor made better offer"
29,9451-LPGOO,Churned,Competitor,"Competitor made better offer"
30,9809-IMGCQ,Churned,Competitor,"Competitor made better offer"
31,8861-HGGKB,Churned,Competitor,"Competitor made better offer"
32,9820-RMCQV,Churned,Competitor,"Competitor made better offer"
33,9986-BONCE,Churned,Competitor,"Competitor made better offer"
34,8972-HJWNV,Churned,Competitor,"Competitor made better offer"
35,9430-FRQOC,Churned,Competitor,"Competitor made better offer"
36,9828-AOQLM,Churned,Competitor,"Competitor made better offer"
37,9835-ZIITK,Churned,Competitor,"Competitor made better offer"
38,8945-MUQUF,Churned,Competitor,"Competitor made better offer"
39,9851-KIELU,Churned,Competitor,"Competitor made better offer"
40,9412-ARGBX,Churned,Competitor,"Competitor made better offer"
41,9878-TNQGW,Churned,Competitor,"Competitor made better offer"
42,8515-OCTJS,Churned,Competitor,"Competitor made better offer"
43,8565-CLBZW,Churned,Competitor,"Competitor made better offer"
44,8580-AECUZ,Churned,Competitor,"Competitor made better offer"
45,8580-QVLOC,Churned,Competitor,"Competitor made better offer"
46,8818-XYFCQ,Churned,Competitor,"Competitor made better offer"
47,9250-WYPLL,Churned,Competitor,"Competitor made better offer"
48,9306-CPCBC,Churned,Competitor,"Competitor made better offer"
49,9940-RHLFB,Churned,Competitor,"Competitor made better offer"
50,9248-OJYKK,Churned,Competitor,"Competitor made better offer"
51,9283-LZQOH,Churned,Competitor,"Competitor made better offer"
52,8634-CILSZ,Churned,Competitor,"Competitor made better offer"
53,9637-EIHEQ,Churned,Competitor,"Competitor made better offer"
54,9019-QVLZD,Churned,Competitor,"Competitor made better offer"
55,8780-IXSTS,Churned,Competitor,"Competitor made better offer"
56,8901-HJXTF,Churned,Competitor,"Competitor made better offer"
57,5835-BEQEU,Churned,Competitor,"Competitor made better offer"
58,6168-WFVVF,Churned,Competitor,"Competitor made better offer"
59,5923-GXUOC,Churned,Competitor,"Competitor made better offer"
60,5569-OUICF,Churned,Competitor,"Competitor made better offer"
61,7615-ESMYF,Churned,Competitor,"Competitor made better offer"
62,8361-LTMKD,Churned,Competitor,"Competitor made better offer"
63,6821-BUXUX,Churned,Competitor,"Competitor made better offer"
64,7314-OXENN,Churned,Competitor,"Competitor made better offer"
65,6595-YGXIT,Churned,Competitor,"Competitor made better offer"
66,8337-UPOAQ,Churned,Competitor,"Competitor made better offer"
67,7786-WBJYI,Churned,Competitor,"Competitor made better offer"
68,7294-TMAOP,Churned,Competitor,"Competitor made better offer"
69,6386-SZZKH,Churned,Competitor,"Competitor made better offer"
70,5834-ASPWA,Churned,Competitor,"Competitor made better offer"
71,8017-LXHFA,Churned,Competitor,"Competitor made better offer"
72,7459-RRWQZ,Churned,Competitor,"Competitor made better offer"
73,8329-IBCTI,Churned,Competitor,"Competitor made better offer"
74,7851-WZEKY,Churned,Competitor,"Competitor made better offer"
75,7450-NWRTR,Churned,Competitor,"Competitor made better offer"
76,6635-MYYYZ,Churned,Competitor,"Competitor made better offer"
77,7825-GKXMW,Churned,Competitor,"Competitor made better offer"
78,6599-CEBNN,Churned,Competitor,"Competitor made better offer"
79,8290-YWKHZ,Churned,Competitor,"Competitor made better offer"
80,6946-LMSQS,Churned,Competitor,"Competitor made better offer"
81,7932-WPTDS,Churned,Competitor,"Competitor made better offer"
82,7767-UXAGJ,Churned,Competitor,"Competitor made better offer"
83,6029-WTIPC,Churned,Competitor,"Competitor made better offer"
