customer_id,"tenure (months)",offer,phone_service,multiple_lines,internet_service,internet_type
0654-HMSHN,21,"Offer D",Yes,Yes,Yes,"Fiber Optic"
0654-PQKDW,62,None,Yes,No,Yes,DSL
0655-RBDUG,7,"Offer E",Yes,Yes,Yes,"Fiber Optic"
0655-YDGFJ,29,"Offer C",Yes,No,Yes,DSL
0657-DOGUM,48,"Offer B",Yes,Yes,Yes,DSL
0661-KBKPA,53,None,Yes,Yes,Yes,DSL
0661-KQHNK,6,None,Yes,No,No,None
0661-WCQNQ,22,"Offer D",Yes,No,Yes,DSL
0661-XEYAN,1,None,No,No,Yes,DSL
0665-XHDJU,72,None,Yes,Yes,Yes,"Fiber Optic"
0666-UXTJO,34,"Offer C",Yes,No,Yes,"Fiber Optic"
0667-NSRGI,48,None,Yes,Yes,Yes,DSL
0668-OGMHD,21,"Offer D",No,No,Yes,DSL
0670-ANMUU,71,None,Yes,Yes,Yes,"Fiber Optic"
0670-KDOMA,1,"Offer E",Yes,No,No,None
0673-IGUQO,1,None,Yes,No,No,None
0674-DGMAQ,32,"Offer C",Yes,Yes,Yes,"Fiber Optic"
0674-EYYZV,1,None,Yes,No,Yes,DSL
0674-GCDXG,63,"Offer B",Yes,Yes,Yes,DSL
0675-NCDYU,72,"Offer A",Yes,Yes,Yes,"Fiber Optic"
0678-RLHVP,53,"Offer B",Yes,Yes,Yes,"Fiber Optic"
0679-IDSTG,1,None,Yes,No,Yes,"Fiber Optic"
0679-TDGAK,50,None,Yes,No,Yes,Cable
0680-DFNNY,15,None,Yes,Yes,Yes,"Fiber Optic"
0682-USIXD,21,None,Yes,No,Yes,"Fiber Optic"
0684-AOSIH,1,None,Yes,No,Yes,Cable
0685-MLYYM,2,"Offer E",Yes,No,Yes,"Fiber Optic"
0687-ZVTHB,65,"Offer B",Yes,Yes,Yes,Cable
0689-DSXGL,52,"Offer B",Yes,No,Yes,"Fiber Optic"
0689-NKYLF,13,"Offer D",Yes,No,Yes,"Fiber Optic"
0690-SRQID,4,"Offer E",Yes,No,No,None
0691-IFBQW,46,None,Yes,Yes,Yes,"Fiber Optic"
0691-JVSYA,53,None,Yes,No,Yes,"Fiber Optic"
0691-NIKRI,40,"Offer B",Yes,Yes,Yes,"Fiber Optic"
0696-UKTOX,23,None,Yes,No,Yes,Cable
0697-ZMSWS,4,None,Yes,Yes,Yes,"Fiber Optic"
0699-NDKJM,57,"Offer B",No,No,Yes,Cable
0701-RFGFI,49,"Offer B",Yes,Yes,Yes,"Fiber Optic"
0701-TJSEF,9,"Offer E",Yes,No,Yes,Cable
0702-PGIBZ,4,"Offer E",Yes,Yes,Yes,"Fiber Optic"
0704-VCUMB,61,None,Yes,No,No,None
0707-HOVVN,70,"Offer A",Yes,Yes,Yes,Cable
0708-LGSMF,13,"Offer D",Yes,Yes,Yes,DSL
0708-SJDIS,34,"Offer C",Yes,Yes,Yes,Cable
0709-TVGUR,9,None,Yes,Yes,Yes,"Fiber Optic"
0716-BQNDX,57,None,Yes,Yes,Yes,"Fiber Optic"
0719-SYFRB,12,"Offer D",Yes,Yes,Yes,DSL
0722-SVSFK,7,None,Yes,No,Yes,"Fiber Optic"
0722-TROQR,4,None,Yes,Yes,Yes,"Fiber Optic"
0723-DRCLG,1,None,Yes,Yes,Yes,"Fiber Optic"
0723-FDLAY,44,"Offer B",Yes,Yes,Yes,Cable
0723-VSOBE,45,"Offer B",No,No,Yes,Cable
0725-CXOTM,36,None,Yes,Yes,Yes,DSL
0727-BMPLR,55,None,Yes,Yes,Yes,"Fiber Optic"
0727-BNRLG,69,"Offer A",Yes,Yes,Yes,"Fiber Optic"
0727-IWKVK,9,"Offer E",Yes,No,Yes,"Fiber Optic"
0730-BGQGF,71,"Offer A",Yes,Yes,Yes,DSL
0730-KOAVE,30,"Offer C",Yes,Yes,Yes,"Fiber Optic"
0731-EBJQB,52,"Offer B",Yes,No,No,None
0732-OCQOC,52,"Offer B",Yes,Yes,No,None
0733-VUNUW,24,None,Yes,Yes,Yes,DSL
0734-OXWBT,3,"Offer E",Yes,No,Yes,Cable
0739-UUAJR,72,"Offer A",No,No,Yes,Cable
0742-LAFQK,72,None,Yes,Yes,Yes,"Fiber Optic"
0742-MOABM,4,None,Yes,No,Yes,Cable
0742-NXBGR,1,"Offer E",Yes,No,Yes,"Fiber Optic"
0743-HNPFG,51,None,Yes,No,Yes,DSL
0743-HRVFF,51,None,No,No,Yes,DSL
0744-BIKKF,72,"Offer A",Yes,Yes,Yes,DSL
0744-GKNGE,64,"Offer B",Yes,Yes,Yes,"Fiber Optic"
0746-JTRFU,2,"Offer E",No,No,Yes,Cable
0748-RDGGM,70,None,Yes,No,Yes,"Fiber Optic"
0749-IRGQE,13,None,No,No,Yes,DSL
0750-EBAIU,52,"Offer B",Yes,No,Yes,"Fiber Optic"
0750-EKNGL,7,"Offer E",Yes,No,No,None
0754-EEBDC,4,"Offer E",Yes,No,No,None
0754-UKWQP,2,None,Yes,No,Yes,"Fiber Optic"
0756-MPZRL,46,"Offer B",No,No,Yes,DSL
0757-WCUUZ,54,"Offer B",Yes,Yes,Yes,DSL
0761-AETCS,1,"Offer E",Yes,No,No,None
0769-MURVM,72,"Offer A",No,No,Yes,Cable
0771-CHWSK,66,"Offer A",Yes,Yes,Yes,DSL
0771-WLCLA,16,"Offer D",Yes,Yes,Yes,"Fiber Optic"
0772-GYEQQ,3,"Offer E",Yes,No,Yes,"Fiber Optic"
0774-IFUVM,11,None,Yes,Yes,Yes,DSL
0774-RMNUW,71,"Offer A",No,No,Yes,Cable
0778-NELLA,9,None,No,No,Yes,DSL
0780-XNZFN,57,None,Yes,No,No,None
0781-LKXBR,9,None,Yes,Yes,Yes,"Fiber Optic"
0784-GTUUK,62,None,Yes,Yes,No,None
0784-ZQJZX,72,None,Yes,No,No,None
0786-IVLAW,66,None,Yes,Yes,Yes,"Fiber Optic"
0786-VSSUD,16,None,No,No,Yes,DSL
0787-LHDYT,16,"Offer D",Yes,No,No,None
0788-DXBFY,58,"Offer B",Yes,No,No,None
0793-TWELN,4,"Offer E",Yes,Yes,Yes,"Fiber Optic"
0794-YVSGE,72,"Offer A",Yes,No,No,None
0795-GMVQO,67,None,Yes,Yes,Yes,"Fiber Optic"
0795-LAFGP,71,None,Yes,Yes,Yes,DSL
0795-XCCTE,72,"Offer A",Yes,Yes,No,None
0799-DDIHE,15,"Offer D",Yes,No,Yes,Cable
0804-XBFBV,11,None,No,No,Yes,DSL
0804-YGEQV,43,"Offer B",Yes,Yes,No,None
0807-ZABDG,3,"Offer E",Yes,No,Yes,Cable
0810-BDHAW,24,None,Yes,Yes,Yes,DSL
0810-DHDBD,52,None,Yes,Yes,Yes,Cable
0811-GSDTP,13,None,No,No,Yes,Cable
0812-WUPTB,1,"Offer E",Yes,No,Yes,"Fiber Optic"
0813-TAXXS,55,None,Yes,Yes,Yes,DSL
0815-MFZGM,42,None,Yes,No,Yes,"Fiber Optic"
0816-TSPHQ,2,None,Yes,No,No,None
0817-HSUSE,1,None,Yes,No,Yes,Cable
0818-OCPZO,27,None,Yes,Yes,Yes,"Fiber Optic"
0820-FNRNX,17,"Offer D",Yes,Yes,Yes,DSL
0822-GAVAP,2,"Offer E",No,No,Yes,DSL
0822-QGCXA,27,"Offer C",Yes,Yes,Yes,DSL
0823-HSCDJ,52,None,No,No,Yes,DSL
0824-VWDPO,45,None,Yes,Yes,Yes,"Fiber Optic"
0825-CPPQH,71,None,Yes,No,No,None
0827-ITJPH,36,"Offer C",Yes,No,No,None
0829-DDVLK,15,None,Yes,No,No,None
0829-XXPLX,20,None,Yes,No,Yes,"Fiber Optic"
0831-JNISG,71,"Offer A",Yes,No,No,None
0835-DUUIQ,24,None,Yes,No,No,None
0835-JKADZ,71,None,Yes,Yes,Yes,"Fiber Optic"
0836-SEYLU,9,"Offer E",No,No,Yes,DSL
0839-JTCUD,66,None,Yes,Yes,Yes,Cable
0839-QNXME,30,None,Yes,No,No,None
0840-DCNZE,47,"Offer B",Yes,No,Yes,DSL
0840-DFEZH,7,None,Yes,Yes,Yes,"Fiber Optic"
0841-NULXI,1,None,No,No,Yes,DSL
0842-IWYCP,46,None,Yes,No,Yes,Cable
0843-WTBXE,53,None,Yes,Yes,Yes,"Fiber Optic"
0847-HGRML,62,None,Yes,No,No,None
0848-SOMKO,70,None,No,No,Yes,DSL
0848-ZGQIJ,16,"Offer D",Yes,No,Yes,"Fiber Optic"
0851-DFJKB,15,None,Yes,No,Yes,DSL
0853-NWIFK,45,None,Yes,No,Yes,"Fiber Optic"
0853-TWRVK,72,None,Yes,Yes,Yes,"Fiber Optic"
0854-UYHZD,13,None,Yes,No,No,None
0856-NAOES,6,"Offer E",Yes,No,Yes,DSL
0859-YGKFW,18,"Offer D",Yes,No,No,None
0862-PRCBS,68,None,Yes,Yes,Yes,"Fiber Optic"
0864-FVJNJ,64,"Offer B",Yes,Yes,Yes,"Fiber Optic"
0866-QLSIR,34,"Offer C",Yes,Yes,Yes,DSL
0867-LDTTC,5,None,Yes,No,Yes,Cable
0867-MKZVY,20,None,Yes,Yes,Yes,"Fiber Optic"
0868-VJRDR,64,None,Yes,No,Yes,"Fiber Optic"
0869-PAPRP,26,None,Yes,No,Yes,"Fiber Optic"
0870-VEMYL,5,"Offer E",Yes,No,Yes,Cable
0871-OPBXW,2,"Offer E",Yes,No,No,None
0871-URUWO,13,None,Yes,Yes,Yes,"Fiber Optic"
0872-CASZJ,59,"Offer B",Yes,Yes,Yes,Cable
0872-JCPIB,17,"Offer D",Yes,Yes,Yes,DSL
0872-NXJYS,9,None,Yes,No,Yes,"Fiber Optic"
0875-CABNR,10,None,Yes,No,Yes,"Fiber Optic"
0876-WDUUZ,5,"Offer E",Yes,No,Yes,"Fiber Optic"
0877-SDMBN,54,None,Yes,Yes,Yes,"Fiber Optic"
0880-FVFWF,56,"Offer B",Yes,Yes,Yes,"Fiber Optic"
0880-TKATG,4,"Offer E",Yes,Yes,Yes,"Fiber Optic"
0883-EIBTI,2,None,Yes,No,No,None
0885-HMGPY,62,"Offer B",Yes,Yes,Yes,Cable
0886-QGENL,27,None,Yes,No,Yes,"Fiber Optic"
0887-HJGAR,1,"Offer E",Yes,No,Yes,DSL
0887-WBJVH,53,"Offer B",Yes,No,Yes,"Fiber Optic"
0895-DQHEW,54,None,Yes,Yes,Yes,"Fiber Optic"
0895-LMRSF,23,None,Yes,No,Yes,Cable
0895-LNKRC,6,"Offer E",Yes,No,No,None
0895-UADGO,8,None,No,No,Yes,Cable
0897-FEGMU,11,"Offer D",Yes,Yes,Yes,"Fiber Optic"
0898-XCGTF,61,None,Yes,Yes,Yes,"Fiber Optic"
0899-LIIBW,34,None,Yes,Yes,Yes,"Fiber Optic"
0899-WZRSD,56,None,Yes,Yes,Yes,"Fiber Optic"
0902-RFHOF,38,None,Yes,No,No,None
0902-XKXPN,69,None,Yes,No,No,None
0906-QVPMS,72,"Offer A",Yes,Yes,Yes,"Fiber Optic"
0907-HQNTS,70,"Offer A",Yes,Yes,Yes,"Fiber Optic"
0909-SDHNU,7,None,No,No,Yes,Cable
0909-SELIE,61,None,Yes,Yes,Yes,DSL
0913-XWSCN,55,"Offer B",Yes,Yes,Yes,"Fiber Optic"
0916-KNFAJ,61,"Offer B",Yes,Yes,Yes,Cable
0916-QOFDP,14,None,Yes,Yes,Yes,"Fiber Optic"
0917-EZOLA,72,None,Yes,Yes,Yes,"Fiber Optic"
0921-OHLVP,22,"Offer D",Yes,Yes,Yes,"Fiber Optic"
0923-PNFUB,3,"Offer E",Yes,No,Yes,"Fiber Optic"
0924-BJCRC,60,"Offer B",Yes,Yes,Yes,"Fiber Optic"
0925-VYDLG,3,None,Yes,Yes,Yes,"Fiber Optic"
0927-CNGRH,1,None,Yes,No,No,None
0927-LCSMG,7,"Offer E",Yes,No,Yes,"Fiber Optic"
0928-JMXNP,4,"Offer E",No,No,Yes,DSL
0928-XUTSN,13,None,Yes,No,Yes,"Fiber Optic"
0929-HYQEW,3,None,Yes,No,Yes,DSL
0929-PECLO,63,"Offer B",Yes,Yes,Yes,"Fiber Optic"
0930-EHUZA,36,None,Yes,No,Yes,Cable
0931-MHTEM,54,None,Yes,No,Yes,"Fiber Optic"
0932-YIXYU,47,None,Yes,No,No,None
0936-NQLJU,41,"Offer B",Yes,No,No,None
0939-EREMR,13,"Offer D",Yes,No,Yes,Cable
0939-YAPAF,35,"Offer C",Yes,Yes,Yes,"Fiber Optic"
0940-OUQEC,10,"Offer D",Yes,Yes,Yes,"Fiber Optic"
0942-KOWSM,30,"Offer C",Yes,No,Yes,DSL
0943-ZQPXH,44,None,Yes,No,Yes,"Fiber Optic"
0945-TSONX,47,"Offer B",Yes,Yes,Yes,DSL
0946-CLJTI,58,"Offer B",Yes,Yes,Yes,"Fiber Optic"
0946-FKYTX,52,"Offer B",No,No,Yes,Cable
0947-IDHRQ,7,None,Yes,No,Yes,"Fiber Optic"
0947-MUGVO,20,None,Yes,No,Yes,"Fiber Optic"
0952-KMEEH,13,None,Yes,Yes,Yes,"Fiber Optic"
0953-LGOVU,12,"Offer D",No,No,Yes,DSL
0956-ACVZC,54,None,Yes,No,Yes,"Fiber Optic"
0956-SYCWG,13,"Offer D",Yes,No,No,None
0958-YHXGP,7,None,Yes,No,Yes,"Fiber Optic"
0959-WHOKV,42,"Offer B",Yes,Yes,Yes,"Fiber Optic"
0960-HUWBM,65,"Offer B",Yes,Yes,Yes,"Fiber Optic"
0961-ZWLVI,49,None,Yes,Yes,Yes,"Fiber Optic"
0962-CQPWQ,62,None,Yes,No,No,None
0963-ZBDRN,32,None,Yes,No,Yes,"Fiber Optic"
0967-BMLBD,11,"Offer D",Yes,No,No,None
0968-GSIKN,1,"Offer E",Yes,No,Yes,"Fiber Optic"
0969-RGKCU,37,None,Yes,No,No,None
0970-ETWGE,1,"Offer E",Yes,No,Yes,Cable
0970-QXPXW,1,None,Yes,No,No,None
0971-QIFJK,69,"Offer A",Yes,Yes,No,None
0973-KYVNF,72,None,Yes,No,Yes,Cable
0975-UYDTX,26,"Offer C",Yes,Yes,Yes,DSL
0975-VOOVL,3,None,No,No,Yes,DSL
0979-MOZQI,62,None,No,No,Yes,Cable
0979-PHULV,69,"Offer A",Yes,Yes,Yes,"Fiber Optic"
0980-FEXWF,26,"Offer C",Yes,No,Yes,DSL
0980-PVMRC,40,None,No,No,Yes,DSL
0983-TATYJ,33,None,Yes,No,Yes,DSL
0988-AADSA,72,"Offer A",Yes,Yes,Yes,Cable
0988-JRWWP,3,None,Yes,No,Yes,DSL
0991-BRRFB,18,None,Yes,No,Yes,DSL
0993-OSGPT,68,None,Yes,No,Yes,DSL
0997-YTLNY,19,"Offer D",Yes,No,Yes,Cable
0999-QXNSA,7,None,Yes,No,Yes,DSL
1000-AJSLD,1,None,Yes,No,No,None
1004-NOZNR,56,"Offer B",Yes,No,Yes,"Fiber Optic"
1009-IRMNA,7,"Offer E",Yes,No,No,None
1010-DIAUQ,5,"Offer E",Yes,No,Yes,"Fiber Optic"
1013-QCWAM,66,"Offer A",Yes,Yes,Yes,"Fiber Optic"
1015-JPFYW,7,None,Yes,No,No,None
1015-OWJKI,1,None,Yes,No,No,None
1016-DJTSV,8,"Offer E",Yes,No,Yes,"Fiber Optic"
1017-FBQMM,62,"Offer B",Yes,Yes,Yes,"Fiber Optic"
1020-JPQOW,56,None,Yes,Yes,Yes,"Fiber Optic"
1022-RKXDR,41,None,Yes,Yes,No,None
1023-BQXZE,57,None,Yes,No,Yes,DSL
1024-GUALD,1,"Offer E",No,No,Yes,DSL
1024-KPRBB,38,"Offer C",Yes,No,Yes,"Fiber Optic"
1024-VRZHF,11,"Offer D",Yes,Yes,Yes,"Fiber Optic"
1025-FALIX,26,None,Yes,No,Yes,"Fiber Optic"
1027-LKKQQ,72,None,Yes,No,Yes,DSL
1028-FFNJK,30,"Offer C",Yes,Yes,Yes,"Fiber Optic"
1029-QFBEN,1,None,Yes,No,No,None
1031-IIDEO,1,"Offer E",Yes,No,Yes,"Fiber Optic"
1032-MAELW,68,None,Yes,Yes,Yes,DSL
1035-IPQPU,63,None,Yes,Yes,Yes,"Fiber Optic"
1036-GUDCL,60,None,Yes,No,Yes,DSL
1038-RQOST,19,"Offer D",Yes,No,No,None
1038-ZAGBI,12,None,Yes,No,No,None
1041-RXHRA,41,None,Yes,No,Yes,"Fiber Optic"
1042-HFUCW,25,"Offer C",Yes,No,Yes,DSL
1043-UXOVO,71,"Offer A",Yes,Yes,Yes,"Fiber Optic"
1043-YCUTE,56,"Offer B",Yes,Yes,No,None
1045-LTCYT,8,None,Yes,No,No,None
1047-NNCBF,20,None,Yes,No,Yes,"Fiber Optic"
1047-RNXZV,43,None,Yes,No,No,None
1049-FYSYG,17,"Offer D",No,No,Yes,DSL
1051-EQPZR,44,None,Yes,No,No,None
1051-GEJLJ,2,None,Yes,No,No,None
1052-QJIBV,71,"Offer A",Yes,No,No,None
1053-MXTTK,72,None,Yes,No,Yes,"Fiber Optic"
1057-FOGLZ,18,"Offer D",Yes,No,No,None
1060-ENTOF,67,None,Yes,Yes,Yes,"Fiber Optic"
1061-PNTHC,56,"Offer B",Yes,Yes,Yes,"Fiber Optic"
1062-LHZOD,1,None,Yes,No,Yes,"Fiber Optic"
1063-DHQJF,69,"Offer A",Yes,No,Yes,"Fiber Optic"
1064-FBXNK,1,None,Yes,No,No,None
1066-JKSGK,1,None,Yes,No,No,None
1069-QJOEE,25,None,Yes,No,No,None
1069-XAIEM,1,None,Yes,Yes,Yes,"Fiber Optic"
1073-XXCZD,55,None,Yes,Yes,No,None
1074-AMIOH,53,None,Yes,No,Yes,"Fiber Optic"
1074-WVEVG,59,None,Yes,No,No,None
1075-BGWOH,16,None,Yes,Yes,Yes,"Fiber Optic"
1077-HUUJM,7,"Offer E",Yes,No,Yes,"Fiber Optic"
1078-TDCRN,3,None,No,No,Yes,DSL
1080-BWSYE,64,None,Yes,Yes,No,None
1084-MNSMJ,51,"Offer B",Yes,No,Yes,DSL
1084-UQCHV,1,"Offer E",Yes,No,Yes,"Fiber Optic"
1085-LDWAM,69,None,Yes,No,No,None
1086-LXKFY,1,"Offer E",Yes,No,Yes,"Fiber Optic"
1087-GRUYI,38,"Offer C",Yes,No,No,None
1087-UDSIH,3,"Offer E",Yes,No,No,None
1088-AUUZZ,56,"Offer B",Yes,Yes,Yes,DSL
1088-CNNKB,63,None,Yes,Yes,Yes,DSL
1089-HDMKP,11,None,Yes,No,Yes,Cable
1089-XZWHH,24,None,Yes,No,No,None
1090-ESELR,72,"Offer A",Yes,No,Yes,"Fiber Optic"
1090-PYKCI,69,"Offer A",Yes,Yes,Yes,"Fiber Optic"
1091-SOZGA,56,None,Yes,Yes,Yes,"Fiber Optic"
1092-GANHU,17,None,Yes,No,Yes,"Fiber Optic"
1092-WPIVQ,18,"Offer D",Yes,Yes,No,None
1093-YSWCA,11,"Offer D",Yes,No,No,None
1094-BKOSX,45,None,No,No,Yes,Cable
1095-JUDTC,47,None,Yes,Yes,Yes,"Fiber Optic"
1095-WGNGG,61,None,Yes,Yes,Yes,"Fiber Optic"
1096-ADRUX,66,None,Yes,Yes,Yes,"Fiber Optic"
1097-FSPVW,42,"Offer B",Yes,No,Yes,DSL
1098-KFQEC,55,None,Yes,No,No,None
1098-TDVUQ,1,"Offer E",Yes,No,No,None
1099-BTKWT,68,"Offer A",No,No,Yes,DSL
1099-GODLO,1,None,Yes,No,No,None
1100-DDVRV,17,None,No,No,Yes,DSL
1101-SSWAG,15,None,Yes,Yes,Yes,DSL
1104-FEJAM,28,None,Yes,Yes,Yes,DSL
1104-TNLZA,28,"Offer C",Yes,Yes,Yes,"Fiber Optic"
1106-HRLKZ,40,"Offer B",Yes,No,No,None
1110-KYLGQ,63,None,Yes,Yes,Yes,"Fiber Optic"
1112-CUNAO,15,"Offer D",Yes,Yes,Yes,"Fiber Optic"
1113-IUJYX,14,None,Yes,No,Yes,"Fiber Optic"
1114-CENIM,54,None,Yes,Yes,Yes,Cable
1116-DXXDF,39,None,Yes,No,Yes,"Fiber Optic"
1116-FRYVH,48,None,No,No,Yes,DSL
1120-BMWUB,16,"Offer D",Yes,No,Yes,DSL
1121-QSIVB,44,"Offer B",Yes,Yes,Yes,DSL
1122-JWTJW,1,None,Yes,No,Yes,"Fiber Optic"
1122-YJBCS,69,"Offer A",Yes,No,Yes,DSL
1125-SNVCK,49,None,Yes,No,Yes,DSL
1131-ALZWV,24,"Offer C",Yes,Yes,No,None
1131-QQZEB,71,"Offer A",Yes,Yes,No,None
1131-SUEKT,61,"Offer B",Yes,No,Yes,"Fiber Optic"
1133-KXCGE,18,"Offer D",Yes,No,No,None
1134-YWTYF,27,"Offer C",Yes,No,Yes,DSL
1135-HIORI,64,"Offer B",Yes,Yes,Yes,"Fiber Optic"
1135-LMECX,1,None,Yes,No,No,None
1136-XGEQU,50,"Offer B",Yes,Yes,Yes,DSL
1137-DGOWI,30,None,Yes,No,Yes,DSL
1139-WUOAH,57,None,No,No,Yes,DSL
1140-UKVZG,17,"Offer D",Yes,Yes,No,None
1142-IHLOO,51,"Offer B",Yes,No,Yes,"Fiber Optic"
1142-WACZW,2,None,No,No,Yes,Cable
1143-NMNQJ,2,None,Yes,Yes,Yes,"Fiber Optic"
1150-FTQGN,60,"Offer B",Yes,Yes,Yes,"Fiber Optic"
1150-WFARN,67,None,Yes,Yes,Yes,"Fiber Optic"
1153-GNOLC,33,None,No,No,Yes,DSL
1154-HYWWO,38,"Offer C",Yes,No,Yes,DSL
1156-ZFYDO,1,None,Yes,No,No,None
1157-BQCUW,1,"Offer E",Yes,Yes,Yes,"Fiber Optic"
1159-WFSGR,16,"Offer D",Yes,No,No,None
1162-ECVII,72,"Offer A",Yes,Yes,Yes,"Fiber Optic"
1163-ONYEY,41,"Offer B",Yes,Yes,Yes,Cable
1163-VIPRI,65,"Offer B",Yes,Yes,Yes,"Fiber Optic"
1166-PQLGG,72,None,Yes,No,No,None
1167-OYZJF,67,None,Yes,No,No,None
1169-SAOCL,49,None,Yes,Yes,Yes,"Fiber Optic"
1169-WCVAK,19,"Offer D",Yes,Yes,Yes,"Fiber Optic"
1170-SASML,69,"Offer A",Yes,Yes,Yes,"Fiber Optic"
1171-TYKUR,47,None,Yes,Yes,No,None
1172-VIYBP,53,None,Yes,Yes,Yes,DSL
1173-NOEYG,27,None,Yes,Yes,Yes,"Fiber Optic"
1173-XZPYF,11,"Offer D",Yes,Yes,Yes,"Fiber Optic"
1174-FGIFN,28,"Offer C",Yes,Yes,Yes,"Fiber Optic"
1177-XZBJL,53,"Offer B",Yes,Yes,Yes,DSL
1178-PZGAB,19,None,Yes,No,No,None
1179-INLAT,3,None,Yes,No,No,None
1183-CANVH,23,"Offer D",Yes,No,Yes,DSL
1184-PJVDB,10,None,Yes,No,Yes,"Fiber Optic"
1187-WILMM,63,None,Yes,Yes,Yes,DSL
1193-RTSLK,38,None,Yes,No,Yes,"Fiber Optic"
1194-BHJYC,61,"Offer B",No,No,Yes,DSL
1194-HVAIF,27,"Offer C",Yes,Yes,Yes,"Fiber Optic"
1194-SPVSP,1,None,Yes,No,No,None
1195-OIYEJ,13,"Offer D",Yes,No,Yes,"Fiber Optic"
1196-AMORA,7,None,Yes,Yes,Yes,"Fiber Optic"
1197-BVMVG,4,None,Yes,Yes,Yes,"Fiber Optic"
1200-TUZHR,8,"Offer E",Yes,Yes,Yes,"Fiber Optic"
1202-KKGFU,12,"Offer D",Yes,No,Yes,DSL
1205-WNWPJ,7,"Offer E",Yes,No,Yes,DSL
1206-EHBDD,56,"Offer B",Yes,No,Yes,"Fiber Optic"
1207-BLKSA,52,None,Yes,Yes,No,None
1208-DNHLN,23,None,Yes,Yes,Yes,DSL
1208-NBVFH,20,None,Yes,No,Yes,Cable
1209-VFFOC,68,"Offer A",No,No,Yes,DSL
1212-GLHMD,3,"Offer E",Yes,No,Yes,"Fiber Optic"
1213-NGCUN,6,"Offer E",Yes,No,Yes,DSL
1215-EXRMO,50,None,Yes,No,No,None
1215-FIGMP,60,"Offer B",Yes,Yes,Yes,"Fiber Optic"
1215-VFYVK,4,"Offer E",No,No,Yes,Cable
1216-BGTSP,45,None,Yes,Yes,Yes,"Fiber Optic"
1216-JWVUX,25,None,Yes,No,Yes,"Fiber Optic"
1217-VASWC,43,"Offer B",Yes,No,Yes,"Fiber Optic"
1218-VKFPE,12,"Offer D",Yes,No,No,None
1219-NNDDO,9,"Offer E",Yes,Yes,Yes,"Fiber Optic"
1221-GHZEP,62,None,Yes,No,Yes,DSL
1222-KJNZD,40,"Offer B",Yes,No,No,None
1222-LRYKO,6,"Offer E",Yes,Yes,No,None
1223-UNPKS,20,None,Yes,No,No,None
1226-IENZN,16,"Offer D",Yes,No,Yes,"Fiber Optic"
1226-JZNKR,8,"Offer E",Yes,No,No,None
1226-UDFZR,2,"Offer E",Yes,No,Yes,Cable
1227-UDMZR,72,None,Yes,Yes,Yes,Cable
1228-FZFRV,50,None,Yes,Yes,Yes,"Fiber Optic"
1228-ZLNBX,21,None,Yes,Yes,Yes,"Fiber Optic"
1229-RCALF,64,None,Yes,Yes,Yes,"Fiber Optic"
1230-QAJDW,3,None,Yes,Yes,Yes,Cable
1231-YNDEK,58,None,Yes,No,No,None
1236-WFCDV,14,None,Yes,No,Yes,"Fiber Optic"
1237-WIYYZ,18,"Offer D",Yes,No,No,None
1240-HCBOH,67,None,Yes,Yes,No,None
1240-KNSEZ,1,"Offer E",Yes,No,No,None
1241-EZFMJ,61,"Offer B",Yes,Yes,No,None
1241-FPMOF,52,None,Yes,No,No,None
1245-HARPS,14,None,Yes,No,No,None
1247-QBVSH,43,"Offer B",Yes,No,Yes,DSL
1248-DYXUB,52,"Offer B",Yes,Yes,No,None
1251-KRREG,2,None,Yes,Yes,Yes,DSL
1251-STYSZ,4,None,Yes,Yes,Yes,"Fiber Optic"
1254-IZEYF,31,None,Yes,Yes,Yes,"Fiber Optic"
1257-SXUXQ,5,None,Yes,No,No,None
1258-YMZNM,27,"Offer C",Yes,Yes,Yes,"Fiber Optic"
1260-TTRXI,4,"Offer E",Yes,No,Yes,DSL
1261-FWTTE,23,None,No,No,Yes,Cable
1262-OPMFY,9,"Offer E",Yes,No,Yes,"Fiber Optic"
1264-BYWMS,55,"Offer B",Yes,Yes,Yes,"Fiber Optic"
1264-FUHCX,49,"Offer B",No,No,Yes,DSL
1265-BCFEO,71,"Offer A",Yes,Yes,Yes,Cable
1265-HVPZB,59,None,Yes,No,Yes,DSL
1265-XTECC,68,None,Yes,Yes,Yes,"Fiber Optic"
1265-ZFOSD,64,None,Yes,Yes,Yes,Cable
1266-NZYUI,72,"Offer A",Yes,Yes,Yes,DSL
1268-ASBGA,16,"Offer D",Yes,Yes,Yes,"Fiber Optic"
1269-FOYWN,44,None,Yes,No,No,None
1270-XKUCC,30,None,Yes,No,No,None
1271-SJBGZ,12,None,No,No,Yes,DSL
1271-UODNO,39,None,Yes,Yes,Yes,DSL
1272-ILHFG,15,"Offer D",Yes,No,No,None
1273-MTETI,4,None,Yes,Yes,Yes,"Fiber Optic"
1282-IHQAC,70,"Offer A",No,No,Yes,Cable
1285-OKIPP,1,None,Yes,No,Yes,"Fiber Optic"
1291-CUOCY,72,None,Yes,Yes,Yes,"Fiber Optic"
1293-BSEUN,72,None,Yes,No,No,None
1293-HHSHJ,35,"Offer C",Yes,No,No,None
1297-VQDRP,68,"Offer A",Yes,Yes,Yes,"Fiber Optic"
1298-PHBTI,71,None,Yes,Yes,Yes,"Fiber Optic"
1299-AURJA,70,None,Yes,Yes,No,None
1301-LOPVR,29,None,No,No,Yes,DSL
1302-TPUBN,66,None,Yes,No,No,None
